Time,Value,Value_2ND, ,DateTime : ( 24 / 02 / 14 -- 14 : 35 : 29 )
"14 : 25 : 11",22.96700660000000, 
"14 : 25 : 12",23.00629420000000, 
"14 : 25 : 13",23.03272240000000, 
"14 : 25 : 14",23.04051970000000, 
"14 : 25 : 15",23.04584500000000, 
"14 : 25 : 16",23.04933920000000, 
"14 : 25 : 17",23.09595290000000, 
"14 : 25 : 18",23.11523050000000, 
"14 : 25 : 19",23.09914010000000, 
"14 : 25 : 20",23.10300060000000, 
"14 : 25 : 21",23.10102080000000, 
"14 : 25 : 22",23.11796950000000, 
"14 : 25 : 23",23.12577050000000, 
"14 : 25 : 24",23.09515950000000, 
"14 : 25 : 25",23.09688180000000, 
"14 : 25 : 26",23.09639160000000, 
"14 : 25 : 27",23.08970830000000, 
"14 : 25 : 28",23.09746740000000, 
"14 : 25 : 29",23.11079780000000, 
"14 : 25 : 30",23.11724660000000, 
"14 : 25 : 31",23.15931890000000, 
"14 : 25 : 32",23.17640300000000, 
"14 : 25 : 33",23.19487190000000, 
"14 : 25 : 34",23.21220010000000, 
"14 : 25 : 35",23.19967460000000, 
"14 : 25 : 36",23.20109360000000, 
"14 : 25 : 37",23.19862930000000, 
"14 : 25 : 38",23.20130720000000, 
"14 : 25 : 39",23.19936750000000, 
"14 : 25 : 40",23.16734310000000, 
"14 : 25 : 41",23.13283340000000, 
"14 : 25 : 42",23.11866180000000, 
"14 : 25 : 43",23.07849120000000, 
"14 : 25 : 44",23.04864880000000, 
"14 : 25 : 45",23.04194450000000, 
"14 : 25 : 46",23.05178640000000, 
"14 : 25 : 47",23.03996650000000, 
"14 : 25 : 48",23.04597470000000, 
"14 : 25 : 49",23.03994940000000, 
"14 : 25 : 50",23.06957430000000, 
"14 : 25 : 51",23.05709830000000, 
"14 : 25 : 52",23.06546780000000, 
"14 : 25 : 53",23.07715030000000, 
"14 : 25 : 54",23.04511450000000, 
"14 : 25 : 55",23.07435410000000, 
"14 : 25 : 56",23.10339730000000, 
"14 : 25 : 57",23.12911220000000, 
"14 : 25 : 58",23.12871360000000, 
"14 : 25 : 59",23.14259520000000, 
"14 : 26 : 00",23.15214720000000, 
"14 : 26 : 01",23.14640420000000, 
"14 : 26 : 02",23.14906310000000, 
"14 : 26 : 03",23.12900730000000, 
"14 : 26 : 04",23.11217490000000, 
"14 : 26 : 05",23.10988040000000, 
"14 : 26 : 06",23.10250280000000, 
"14 : 26 : 07",23.12262910000000, 
"14 : 26 : 08",23.08585540000000, 
"14 : 26 : 09",23.10621640000000, 
"14 : 26 : 10",23.12045090000000, 
"14 : 26 : 11",23.13315390000000, 
"14 : 26 : 12",23.11697190000000, 
"14 : 26 : 13",23.11714360000000, 
"14 : 26 : 14",23.12661360000000, 
"14 : 26 : 15",23.10293570000000, 
"14 : 26 : 16",23.07696530000000, 
"14 : 26 : 17",23.07748980000000, 
"14 : 26 : 18",23.09494780000000, 
"14 : 26 : 19",23.06707380000000, 
"14 : 26 : 20",23.03913490000000, 
"14 : 26 : 22",23.02150150000000, 
"14 : 26 : 22",23.06728360000000, 
"14 : 26 : 23",23.09468650000000, 
"14 : 26 : 24",23.07964130000000, 
"14 : 26 : 25",23.11278910000000, 
"14 : 26 : 26",23.11149780000000, 
"14 : 26 : 27",23.10750770000000, 
"14 : 26 : 28",23.09318540000000, 
"14 : 26 : 30",23.10413740000000, 
"14 : 26 : 30",23.16209790000000, 
"14 : 26 : 31",23.18356130000000, 
"14 : 26 : 32",23.21286770000000, 
"14 : 26 : 33",23.22208590000000, 
"14 : 26 : 34",23.23396300000000, 
"14 : 26 : 35",23.23755070000000, 
"14 : 26 : 36",23.25667570000000, 
"14 : 26 : 37",23.27914040000000, 
"14 : 26 : 38",23.23758310000000, 
"14 : 26 : 39",23.20669550000000, 
"14 : 26 : 40",23.18969530000000, 
"14 : 26 : 41",23.19467730000000, 
"14 : 26 : 42",23.17501060000000, 
"14 : 26 : 43",23.16310500000000, 
"14 : 26 : 45",23.14571180000000, 
"14 : 26 : 45",23.14884370000000, 
"14 : 26 : 46",23.14854430000000, 
"14 : 26 : 47",23.15209960000000, 
"14 : 26 : 49",23.14594840000000, 
"14 : 26 : 50",23.14499090000000, 
"14 : 26 : 51",23.13960450000000, 
"14 : 26 : 52",23.13970180000000, 
"14 : 26 : 53",23.12900540000000, 
"14 : 26 : 54",23.10348120000000, 
"14 : 26 : 55",23.08654020000000, 
"14 : 26 : 56",23.08793440000000, 
"14 : 26 : 57",23.07461350000000, 
"14 : 26 : 58",23.06029310000000, 
"14 : 26 : 59",23.05714410000000, 
"14 : 27 : 00",23.05088990000000, 
"14 : 27 : 01",23.05642700000000, 
"14 : 27 : 02",23.04828070000000, 
"14 : 27 : 03",23.05966180000000, 
"14 : 27 : 04",23.05994030000000, 
"14 : 27 : 05",23.06446450000000, 
"14 : 27 : 06",23.06564900000000, 
"14 : 27 : 07",23.06965630000000, 
"14 : 27 : 08",23.06858630000000, 
"14 : 27 : 09",23.05952450000000, 
"14 : 27 : 10",23.06241980000000, 
"14 : 27 : 11",23.05520820000000, 
"14 : 27 : 12",23.03839680000000, 
"14 : 27 : 13",23.03102110000000, 
"14 : 27 : 14",23.03423690000000, 
"14 : 27 : 15",23.04469680000000, 
"14 : 27 : 16",23.02873220000000, 
"14 : 27 : 17",23.01661870000000, 
"14 : 27 : 18",23.00719260000000, 
"14 : 27 : 19",23.01930800000000, 
"14 : 27 : 20",23.02730560000000, 
"14 : 27 : 21",23.02127450000000, 
"14 : 27 : 22",22.99146080000000, 
